Czas [ms];aaaa[°C];Czas [ms];bbbb[-];Czas [ms];Ciś. pow. przed turb.[Pa];Czas [ms];Ciś. pow. za turb.[Pa];Czas [ms];Ciśnienie atmosferyczne[hPa];Czas [ms];Ciśnienie oleju[kPa];Czas [ms];Ciśnienie spalin[Pa];Czas [ms];Dopeł. zb. 1/3[-];Czas [ms];Dopeł. zb. 2/3[-];Czas [ms];Dopeł. zb. 3/3[-];Czas [ms];Dopełnianie[-];Czas [ms];Duży obieg[-];Czas [ms];ECT - wejście do sil.[°C];Czas [ms];ECT - wyjście z sil.[°C];Czas [ms];Główny obieg - przepływ[m³/h];Czas [ms];Główny obieg - temp.[°C];Czas [ms];GPReg_Setpoint0[°C];Czas [ms];GPReg_Setpoint1[°C];Czas [ms];GPReg_Setpoint2[°C];Czas [ms];Hamulec, lewa komora, temp.[°C];Czas [ms];Hamulec, prawa komora, temp.[°C];Czas [ms];Hamulec, przepływ wody[m³/h];Czas [ms];Ilość paliwa w zbiorniku[g];Czas [ms];Kanał_Statyczny1[-];Czas [ms];Kond. - przepływ wody[l/min];Czas [ms];Kontrolka zb. 1/3 [-];Czas [ms];Kontrolka zb. 2/3 [-];Czas [ms];Kontrolka zb. 3/3 [-];Czas [ms];MAF[kg/h];Czas [ms];Moc[kW];Czas [ms];Moment obrotowy[Nm];Czas [ms];Moment Tryb3[Nm];Czas [ms];Obroty[obr/min];Czas [ms];Poz. paliwa zb. 1/3[mm];Czas [ms];Poz. paliwa zb. 2/3[mm];Czas [ms];Poz. paliwa zb. 3/3[mm];Czas [ms];Przekaź. pompy paliwa[-];Czas [ms];Przekaźnik zapłonu[-];Czas [ms];Przepustnica[%];Czas [ms];Przepustnica Tryb0[%];Czas [ms];Przyklad[bar];Czas [ms];PWM Tryb0[%];Czas [ms];Rozrusznik[-];Czas [ms];RPM Tryb3[obr/min];Czas [ms];Starter[-];Czas [ms];Stycz. chłodni went.[-];Czas [ms];Temp. oleju przed wym.[°C];Czas [ms];Temp. oleju w misce[°C];Czas [ms];Temp. oleju za wym.[°C];Czas [ms];Temp. otoczenia[°C];Czas [ms];Temp. pal. na wejściu sil.[°C];Czas [ms];Temp. pal. na wyjściu sil.[°C];Czas [ms];Temp. paliwa w zb. 1/3[°C];Czas [ms];Temp. paliwa w zb. 2/3[°C];Czas [ms];Temp. paliwa w zb. 3/3[°C];Czas [ms];Temp. powietrza przed turb.[°C];Czas [ms];Temp. powietrza za turb.[°C];Czas [ms];Temp. spalin 1/6[°C];Czas [ms];Temp. spalin 2/6[°C];Czas [ms];Temp. spalin 3/6[°C];Czas [ms];Temp. spalin 4/6[°C];Czas [ms];Temp. spalin 5/6[°C];Czas [ms];Temp. spalin 6/6[°C];Czas [ms];Temp.pal.na wyjściu[°C];Czas [ms];Temp.paliwa żądana[°C];Czas [ms];Wilgotność względna[%];Czas [ms];Wyłącznik bezpieczeństwa[-];Czas [ms];Zapłon[-];Czas [ms];Zaw. zb. paliwa 1/3[-];Czas [ms];Zaw. zb. paliwa 2/3[-];Czas [ms];Zaw. zb. paliwa 3/3[-];Czas [ms];Zawór reg. chł. cieczy[-];Czas [ms];Zużycie paliwa bieżące[g/s];Czas [ms];Zużycie paliwa średnie[g/s];
189731;12.2;;;189725;-258;189724;1817;189776;1004;189724;393.7;189726;-224;;;;;;;;;;;189775;54;189774;53;189876;139.69;189776;19;;;;;;;189753;18;189803;19;189703;11.5;;;;;189830;0.00;;;;;;;189725;203.5;94928;15.9;18967;0.3;145550;200.0;18967;777;189725;57;189725;2;189726;80;;;;;;;;;189726;0;;;;;145550;1501;;;;;189774;12;189826;67;189775;11;189776;10.7;189777;16;189776;36;189780;16;189780;16;189780;15;189775;12;189826;18;189824;146;189825;147;189825;145;189825;144;189826;0;189826;0;189731;13.9;189880;30.5;189776;55;;;;;;;;;;;;;189881;0.3736;189880;0.36;
189930;12.2;;;189925;-258;189925;1817;189976;1004;189924;393.7;189926;-224;;;;;;;;;;;189975;54;189974;53;190076;134.78;189977;19;;;;;;;189953;18;190004;19;189903;11.5;;;;;190030;0.00;;;;;;;189925;203.5;95028;15.9;18987;0.3;145801;200.0;18987;777;189925;57;189926;2;189926;80;;;;;;;;;189926;0;;;;;145801;1501;;;;;189975;12;190027;67;189975;11;189976;10.7;189977;16;189977;36;189980;16;189980;16;189981;15;189975;12;190027;18;190025;146;190025;147;190025;145;190025;144;190026;0;190026;0;189931;13.9;190080;30.5;189976;55;;;;;;;;;;;;;190081;0.3736;190081;0.55;
190131;12.2;;;190125;-332;190125;1341;190176;1004;190125;392.9;190126;-261;;;;;;;;;;;190175;54;190175;53;190277;131.42;190177;19;;;;;;;190154;18;190204;19;190104;11.5;;;;;190231;0.00;;;;;;;190125;197.7;95128;15.9;19007;0.3;145801;200.0;19007;777;190126;57;190126;2;190126;80;;;;;;;;;190127;0;;;;;145801;1501;;;;;190176;12;190228;66;190175;11;190177;10.7;190177;16;190177;36;190180;16;190181;16;190181;15;190175;12;190228;18;190225;146;190225;147;190225;145;190226;144;190227;0;190227;0;190131;13.8;190281;30.5;190176;55;;;;;;;;;;;;;190281;0.3737;190281;0.55;
190332;12.2;;;190326;-332;190325;1341;190376;1004;190325;392.9;190327;-261;;;;;;;;;;;190376;54;190375;53;190477;137.56;190377;19;;;;;;;190354;18;190404;19;190304;11.5;;;;;190431;0.00;;;;;;;190326;197.7;95228;15.9;19027;0.3;146051;200.0;19027;777;190326;57;190326;2;190326;80;;;;;;;;;190327;0;;;;;146051;1501;;;;;190375;12;190427;66;190376;11;190377;10.7;190377;16;190378;36;190381;16;190381;16;190381;15;190376;12;190427;18;190425;145;190425;145;190426;144;190426;144;190427;0;190427;0;190332;13.9;190481;30.5;190377;55;;;;;;;;;;;;;190481;0.3719;190481;0.55;
190531;12.2;;;190526;-258;190526;1753;190577;1004;190525;392.6;190527;-233;;;;;;;;;;;190576;54;190575;53;190677;140.01;190578;19;;;;;;;190554;18;190604;19;190504;11.5;;;;;190631;0.00;;;;;;;190526;203.0;95328;15.9;19047;0.3;146051;200.0;19047;778;190526;57;190527;2;190527;80;;;;;;;;;190527;0;;;;;146051;1501;;;;;190576;12;190628;66;190576;11;190577;10.7;190578;16;190577;36;190581;16;190581;16;190582;15;190576;12;190627;18;190626;145;190626;145;190626;144;190626;144;190627;0;190627;0;190531;13.9;190681;30.5;190577;55;;;;;;;;;;;;;190681;0.3712;190682;0.55;
190732;12.2;;;190726;-231;190726;1606;190777;1004;190726;392.3;190727;-224;;;;;;;;;;;190776;54;190776;53;190878;135.15;190778;19;;;;;;;190755;18;190805;19;190705;11.5;;;;;190832;0.00;;;;;;;190726;198.2;95429;15.9;19067;0.3;146301;200.0;19067;778;190727;57;190727;2;190727;80;;;;;;;;;190728;0;;;;;146301;1501;;;;;190776;12;190828;66;190776;11;190778;10.7;190778;16;190778;36;190781;16;190782;16;190782;15;190777;12;190828;18;190826;145;190826;145;190826;144;190827;144;190827;0;190828;0;190732;13.9;190882;30.5;190777;55;;;;;;;;;;;;;190882;0.3691;190882;0.55;
190932;12.3;;;190926;-231;190926;1149;190977;1004;190926;392.0;190928;-196;;;;;;;;;;;190976;54;190976;53;191078;133.83;190979;19;;;;;;;190955;18;191005;19;190905;11.5;;;;;191032;0.00;;;;;;;190927;194.2;95529;15.9;19087;0.3;146301;200.0;19087;779;190927;57;190927;2;190927;80;;;;;;;;;190928;0;;;;;146301;1501;;;;;190976;12;191028;66;190977;11;190978;10.7;190978;16;190978;36;190982;16;190982;16;190982;15;190977;12;191028;18;191026;145;191026;143;191027;145;191027;144;191028;0;191028;0;190932;13.9;191082;30.5;190978;55;;;;;;;;;;;;;191082;0.3678;191082;0.14;
191132;12.2;;;191127;-286;191127;1707;191178;1004;191126;391.5;191128;-149;;;;;;;;;;;191177;54;191176;53;191278;131.94;191179;19;;;;;;;191155;18;191205;19;191105;11.5;;;;;191233;0.00;;;;;;;191127;204.5;95629;15.9;19107;0.3;146552;200.0;19107;780;191127;57;191127;2;191128;80;;;;;;;;;191128;0;;;;;146552;1501;;;;;191177;12;191229;66;191177;11;191178;10.7;191179;16;191178;36;191183;16;191184;16;191183;15;191177;12;191228;18;191226;150;191227;145;191227;143;191227;142;191228;0;191228;0;191132;13.8;191283;30.5;191178;55;;;;;;;;;;;;;191283;0.3670;191284;0.14;
191332;12.2;;;191327;-277;191327;1423;191378;1004;191327;391.3;191328;-177;;;;;;;;;;;191377;54;191377;53;191478;138.96;191379;19;;;;;;;191355;18;191406;19;191305;11.5;;;;;191433;0.00;;;;;;;191327;198.4;95729;15.9;19127;0.3;146552;200.0;19127;781;191328;57;191328;2;191328;80;;;;;;;;;191328;0;;;;;146552;1501;;;;;191377;12;191429;66;191377;11;191378;10.7;191379;16;191379;36;191382;16;191383;16;191383;15;191378;12;191429;18;191427;150;191427;145;191427;143;191427;142;191428;0;191428;0;191333;13.9;191482;30.5;191378;55;;;;;;;;;;;;;191483;0.3652;191483;0.14;
191533;12.2;;;191527;-304;191527;1204;191578;1004;191527;391.1;191529;-168;;;;;;;;;;;191577;54;191577;54;;;191579;19;;;;;;;191556;18;;;191506;11.5;;;;;;;;;;;;;191528;195.3;95829;15.9;19147;0.3;146802;200.0;19147;783;191528;57;191528;2;191528;80;;;;;;;;;191529;0;;;;;146802;1501;;;;;191577;12;;;191578;11;191579;10.7;191579;16;191579;36;;;;;;;191578;12;;;;;;;;;;;;;;;191533;13.8;;;191579;55;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95929;15.9;19167;0.3;146802;200.0;19167;784;;;;;;;;;;;;;;;;;;;;;146802;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96029;15.9;19187;0.3;147052;200.0;19187;785;;;;;;;;;;;;;;;;;;;;;147052;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96130;15.9;19207;0.3;147052;200.0;19207;787;;;;;;;;;;;;;;;;;;;;;147052;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96230;15.9;19227;0.3;147303;200.0;19227;788;;;;;;;;;;;;;;;;;;;;;147303;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96330;15.9;19247;0.3;147303;200.0;19247;790;;;;;;;;;;;;;;;;;;;;;147303;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96430;15.9;19267;0.3;147553;200.0;19267;791;;;;;;;;;;;;;;;;;;;;;147553;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96530;15.9;19287;0.3;147553;200.0;19287;792;;;;;;;;;;;;;;;;;;;;;147553;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96630;15.9;19307;0.3;147793;0.0;19307;794;;;;;;;;;;;;;;;;;;;;;147793;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96731;15.9;19327;0.3;147793;0.0;19327;795;;;;;;;;;;;;;;;;;;;;;147793;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96831;15.9;19347;0.3;147803;0.0;19347;796;;;;;;;;;;;;;;;;;;;;;147803;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96931;15.9;19367;0.3;147803;0.0;19367;797;;;;;;;;;;;;;;;;;;;;;147803;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97031;15.9;19388;0.3;148054;0.0;19388;798;;;;;;;;;;;;;;;;;;;;;148054;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97131;15.9;19408;0.3;148054;0.0;19408;799;;;;;;;;;;;;;;;;;;;;;148054;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97231;15.9;19428;0.3;148304;0.0;19428;800;;;;;;;;;;;;;;;;;;;;;148304;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97331;15.9;19448;0.3;148304;0.0;19448;801;;;;;;;;;;;;;;;;;;;;;148304;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97431;15.9;19468;0.3;148554;0.0;19468;801;;;;;;;;;;;;;;;;;;;;;148554;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97532;15.9;19488;0.3;148554;0.0;19488;802;;;;;;;;;;;;;;;;;;;;;148554;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97632;15.8;19508;0.3;148805;0.0;19508;802;;;;;;;;;;;;;;;;;;;;;148805;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97732;15.8;19528;0.3;148805;0.0;19528;803;;;;;;;;;;;;;;;;;;;;;148805;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97832;15.8;19548;0.3;149055;0.0;19548;803;;;;;;;;;;;;;;;;;;;;;149055;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97932;15.7;19568;0.3;149055;0.0;19568;804;;;;;;;;;;;;;;;;;;;;;149055;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98032;15.7;19588;0.3;149306;0.0;19588;804;;;;;;;;;;;;;;;;;;;;;149306;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98132;15.7;19608;0.3;149306;0.0;19608;804;;;;;;;;;;;;;;;;;;;;;149306;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98233;15.7;19628;0.3;149556;0.0;19628;804;;;;;;;;;;;;;;;;;;;;;149556;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98333;15.7;19648;0.3;149556;0.0;19648;805;;;;;;;;;;;;;;;;;;;;;149556;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98433;15.7;19668;0.3;149806;0.0;19668;805;;;;;;;;;;;;;;;;;;;;;149806;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98533;15.8;19688;0.3;149806;0.0;19688;805;;;;;;;;;;;;;;;;;;;;;149806;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98633;15.8;19708;0.3;150057;0.0;19708;805;;;;;;;;;;;;;;;;;;;;;150057;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98733;15.8;19728;0.3;150057;0.0;19728;805;;;;;;;;;;;;;;;;;;;;;150057;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98833;15.8;19748;0.3;150307;0.0;19748;805;;;;;;;;;;;;;;;;;;;;;150307;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98934;15.9;19768;0.3;150307;0.0;19768;805;;;;;;;;;;;;;;;;;;;;;150307;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99034;15.9;19788;0.3;150557;0.0;19788;805;;;;;;;;;;;;;;;;;;;;;150557;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99134;15.9;19808;0.3;150557;0.0;19808;805;;;;;;;;;;;;;;;;;;;;;150557;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99234;15.8;19828;0.3;150808;0.0;19828;805;;;;;;;;;;;;;;;;;;;;;150808;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99334;15.8;19848;0.3;150808;0.0;19848;805;;;;;;;;;;;;;;;;;;;;;150808;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99434;15.8;19868;0.3;151058;0.0;19868;805;;;;;;;;;;;;;;;;;;;;;151058;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99534;15.8;19888;0.3;151058;0.0;19888;804;;;;;;;;;;;;;;;;;;;;;151058;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99635;15.7;19908;0.3;151308;0.0;19908;804;;;;;;;;;;;;;;;;;;;;;151308;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99735;15.7;19928;0.3;151308;0.0;19928;804;;;;;;;;;;;;;;;;;;;;;151308;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99835;15.7;19948;0.3;151559;0.0;19948;804;;;;;;;;;;;;;;;;;;;;;151559;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99935;15.7;19968;0.3;151559;0.0;19968;804;;;;;;;;;;;;;;;;;;;;;151559;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100035;15.7;19988;0.3;151809;0.0;19988;804;;;;;;;;;;;;;;;;;;;;;151809;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100135;15.7;20008;0.3;151809;0.0;20008;804;;;;;;;;;;;;;;;;;;;;;151809;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100235;15.7;20028;0.3;152059;0.0;20028;804;;;;;;;;;;;;;;;;;;;;;152059;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100336;15.8;20048;0.3;152059;0.0;20048;804;;;;;;;;;;;;;;;;;;;;;152059;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100436;15.8;20068;0.3;152310;0.0;20068;804;;;;;;;;;;;;;;;;;;;;;152310;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100536;15.8;20089;0.3;152310;0.0;20089;804;;;;;;;;;;;;;;;;;;;;;152310;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100636;15.8;20109;0.3;152560;0.0;20109;804;;;;;;;;;;;;;;;;;;;;;152560;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100736;15.8;20129;0.3;152560;0.0;20129;804;;;;;;;;;;;;;;;;;;;;;152560;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100836;15.8;20149;0.3;152811;0.0;20149;805;;;;;;;;;;;;;;;;;;;;;152811;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100936;15.8;20169;0.3;152811;0.0;20169;805;;;;;;;;;;;;;;;;;;;;;152811;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101037;15.8;20189;0.3;153061;0.0;20189;805;;;;;;;;;;;;;;;;;;;;;153061;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101137;15.7;20209;0.3;153061;0.0;20209;805;;;;;;;;;;;;;;;;;;;;;153061;1501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
